1	1575941053807	-4.209	-8.365	2.693	HFfalling
2	1575941053808	-4.209	-8.365	2.693	HFfalling
3	1575941053809	-4.228	-8.36	2.677	HFfalling
4	1575941053811	-4.228	-8.351	2.665	HFfalling
5	1575941053815	-4.226	-8.358	2.674	HFfalling
6	1575941053817	-4.242	-8.365	2.686	HFfalling
7	1575941053820	-4.254	-8.36	2.686	HFfalling
8	1575941053822	-4.245	-8.372	2.677	HFfalling
9	1575941053825	-4.238	-8.387	2.653	HFfalling
10	1575941053828	-4.216	-8.389	2.634	HFfalling
11	1575941053829	-4.216	-8.387	2.61	HFfalling
12	1575941053831	-4.223	-8.391	2.593	HFfalling
13	1575941053836	-4.216	-8.396	2.576	HFfalling
14	1575941053837	-4.214	-8.387	2.557	HFfalling
15	1575941053840	-4.209	-8.377	2.555	HFfalling
16	1575941053842	-4.199	-8.382	2.55	HFfalling
17	1575941053844	-4.194	-8.375	2.552	HFfalling
18	1575941053846	-4.199	-8.372	2.55	HFfalling
19	1575941053848	-4.204	-8.372	2.547	HFfalling
20	1575941053853	-4.197	-8.367	2.535	HFfalling
21	1575941053854	-4.19	-8.363	2.516	HFfalling
22	1575941053856	-4.185	-8.358	2.507	HFfalling
23	1575941053859	-4.171	-8.37	2.509	HFfalling
24	1575941053888	-4.159	-8.387	2.526	HFfalling
25	1575941053889	-4.151	-8.394	2.55	HFfalling
26	1575941053890	-4.147	-8.389	2.574	HFfalling
27	1575941053891	-4.127	-8.398	2.598	HFfalling
28	1575941053892	-4.115	-8.418	2.617	HFfalling
29	1575941053893	-4.103	-8.442	2.645	HFfalling
30	1575941053894	-4.089	-8.434	2.686	HFfalling
31	1575941053895	-4.092	-8.425	2.736	HFfalling
32	1575941053896	-4.106	-8.439	2.801	HFfalling
33	1575941053897	-4.125	-8.444	2.859	HFfalling
34	1575941053898	-4.142	-8.456	2.892	HFfalling
35	1575941053899	-4.154	-8.468	2.918	HFfalling
36	1575941053900	-4.163	-8.475	2.935	HFfalling
37	1575941053901	-4.19	-8.485	2.952	HFfalling
38	1575941053902	-4.226	-8.492	2.966	HFfalling
39	1575941053903	-4.245	-8.509	2.988	HFfalling
40	1575941053904	-4.25	-8.521	3.017	HFfalling
41	1575941053905	-4.266	-8.513	3.041	HFfalling
42	1575941053906	-4.281	-8.511	3.036	HFfalling
43	1575941053907	-4.29	-8.509	3.014	HFfalling
44	1575941053909	-4.307	-8.516	3.005	HFfalling
45	1575941053912	-4.321	-8.516	2.997	HFfalling
46	1575941053914	-4.333	-8.513	2.988	HFfalling
47	1575941053917	-4.364	-8.506	2.993	HFfalling
48	1575941053919	-4.381	-8.501	2.978	HFfalling
49	1575941053922	-4.391	-8.497	2.957	HFfalling
50	1575941053925	-4.415	-8.487	2.947	HFfalling
51	1575941053927	-4.42	-8.473	2.909	HFfalling
52	1575941053929	-4.415	-8.466	2.851	HFfalling
53	1575941053932	-4.41	-8.454	2.808	HFfalling
54	1575941053935	-4.405	-8.425	2.777	HFfalling
55	1575941053937	-4.405	-8.406	2.727	HFfalling
56	1575941053940	-4.405	-8.394	2.686	HFfalling
57	1575941053942	-4.396	-8.355	2.662	HFfalling
58	1575941053945	-4.381	-8.327	2.657	HFfalling
59	1575941053947	-4.372	-8.31	2.655	HFfalling
60	1575941053950	-4.367	-8.296	2.617	HFfalling
61	1575941053952	-4.369	-8.296	2.593	HFfalling
62	1575941053955	-4.364	-8.274	2.583	HFfalling
63	1575941053957	-4.348	-8.26	2.571	HFfalling
64	1575941053959	-4.326	-8.257	2.566	HFfalling
65	1575941053962	-4.314	-8.248	2.559	HFfalling
66	1575941053965	-4.312	-8.231	2.552	HFfalling
67	1575941053966	-4.305	-8.221	2.552	HFfalling
68	1575941053969	-4.297	-8.229	2.557	HFfalling
69	1575941053971	-4.285	-8.226	2.555	HFfalling
70	1575941053974	-4.283	-8.219	2.574	HFfalling
71	1575941053976	-4.271	-8.233	2.602	HFfalling
72	1575941053978	-4.25	-8.255	2.614	HFfalling
73	1575941053981	-4.233	-8.267	2.648	HFfalling
74	1575941053984	-4.221	-8.281	2.698	HFfalling
75	1575941053988	-4.209	-8.293	2.736	HFfalling
76	1575941053989	-4.197	-8.31	2.77	HFfalling
77	1575941053991	-4.175	-8.348	2.803	HFfalling
78	1575941053993	-4.154	-8.375	2.83	HFfalling
79	1575941053996	-4.137	-8.377	2.849	HFfalling
80	1575941054001	-4.137	-8.382	2.873	HFfalling
81	1575941054002	-4.151	-8.406	2.904	HFfalling
82	1575941054007	-4.156	-8.42	2.933	HFfalling
83	1575941054008	-4.178	-8.422	2.959	HFfalling
84	1575941054009	-4.197	-8.432	2.988	HFfalling
85	1575941054011	-4.209	-8.427	3.005	HFfalling
86	1575941054013	-4.233	-8.442	2.995	HFfalling
87	1575941054017	-4.252	-8.461	2.964	HFfalling
88	1575941054018	-4.257	-8.466	2.935	HFfalling
89	1575941054020	-4.261	-8.482	2.933	HFfalling
90	1575941054023	-4.278	-8.497	2.933	HFfalling
91	1575941054025	-4.285	-8.494	2.916	HFfalling
92	1575941054027	-4.259	-8.487	2.887	HFfalling
93	1575941054030	-4.245	-8.47	2.871	HFfalling
94	1575941054035	-4.261	-8.446	2.854	HFfalling
95	1575941054036	-4.264	-8.434	2.825	HFfalling
96	1575941054039	-4.264	-8.427	2.796	HFfalling
97	1575941054040	-4.273	-8.418	2.768	HFfalling
98	1575941054042	-4.281	-8.401	2.751	HFfalling
99	1575941054044	-4.281	-8.398	2.741	HFfalling
100	1575941054047	-4.278	-8.401	2.724	HFfalling
101	1575941054049	-4.273	-8.394	2.715	HFfalling
102	1575941054053	-4.269	-8.394	2.713	HFfalling
103	1575941054054	-4.264	-8.382	2.708	HFfalling
104	1575941054057	-4.261	-8.365	2.705	HFfalling
105	1575941054059	-4.271	-8.355	2.739	HFfalling
106	1575941054061	-4.276	-8.336	2.768	HFfalling
107	1575941054064	-4.278	-8.315	2.753	HFfalling
108	1575941054067	-4.29	-8.296	2.76	HFfalling
109	1575941054069	-4.307	-8.296	2.765	HFfalling
110	1575941054071	-4.312	-8.296	2.741	HFfalling
111	1575941054074	-4.305	-8.284	2.724	HFfalling
112	1575941054076	-4.309	-8.274	2.713	HFfalling
113	1575941054079	-4.329	-8.274	2.701	HFfalling
114	1575941054081	-4.338	-8.276	2.677	HFfalling
115	1575941054084	-4.348	-8.276	2.624	HFfalling
116	1575941054086	-4.364	-8.274	2.588	HFfalling
117	1575941054089	-4.386	-8.279	2.576	HFfalling
118	1575941054091	-4.403	-8.286	2.533	HFfalling
119	1575941054094	-4.408	-8.286	2.504	HFfalling
120	1575941054096	-4.403	-8.288	2.49	HFfalling
121	1575941054098	-4.388	-8.3	2.478	HFfalling
122	1575941054101	-4.379	-8.308	2.483	HFfalling
123	1575941054103	-4.376	-8.315	2.485	HFfalling
124	1575941054106	-4.374	-8.351	2.509	HFfalling
125	1575941054108	-4.369	-8.372	2.54	HFfalling
126	1575941054110	-4.36	-8.379	2.574	HFfalling
127	1575941054113	-4.348	-8.377	2.634	HFfalling
128	1575941054116	-4.331	-8.387	2.696	HFfalling
129	1575941054118	-4.319	-8.403	2.758	HFfalling
130	1575941054121	-4.3	-8.418	2.818	HFfalling
131	1575941054123	-4.271	-8.449	2.88	HFfalling
132	1575941054126	-4.252	-8.48	2.928	HFfalling
133	1575941054128	-4.23	-8.504	2.973	HFfalling
134	1575941054130	-4.204	-8.552	3.014	HFfalling
135	1575941054134	-4.185	-8.588	3.045	HFfalling
136	1575941054136	-4.178	-8.585	3.091	HFfalling
137	1575941054139	-4.168	-8.58	3.134	HFfalling
138	1575941054140	-4.159	-8.578	3.182	HFfalling
139	1575941054143	-4.163	-8.564	3.201	HFfalling
140	1575941054145	-4.166	-8.559	3.184	HFfalling
141	1575941054148	-4.173	-8.547	3.141	HFfalling
142	1575941054150	-4.194	-8.506	3.079	HFfalling
143	1575941054153	-4.235	-8.475	3.012	HFfalling
144	1575941054155	-4.278	-8.444	2.938	HFfalling
145	1575941054158	-4.3	-8.41	2.861	HFfalling
146	1575941054160	-4.326	-8.382	2.792	HFfalling
147	1575941054163	-4.35	-8.351	2.724	HFfalling
148	1575941054165	-4.362	-8.324	2.667	HFfalling
149	1575941054168	-4.379	-8.31	2.598	HFfalling
150	1575941054170	-4.393	-8.305	2.523	HFfalling
151	1575941054172	-4.393	-8.298	2.485	HFfalling
152	1575941054175	-4.384	-8.276	2.456	HFfalling
153	1575941054178	-4.386	-8.26	2.428	HFfalling
154	1575941054180	-4.403	-8.262	2.399	HFfalling
155	1575941054183	-4.417	-8.252	2.377	HFfalling
156	1575941054184	-4.422	-8.245	2.375	HFfalling
157	1575941054188	-4.422	-8.233	2.396	HFfalling
158	1575941054189	-4.429	-8.226	2.437	HFfalling
159	1575941054192	-4.42	-8.231	2.473	HFfalling
160	1575941054195	-4.4	-8.25	2.507	HFfalling
161	1575941054197	-4.384	-8.276	2.538	HFfalling
162	1575941054202	-4.369	-8.3	2.574	HFfalling
163	1575941054203	-4.336	-8.317	2.631	HFfalling
164	1575941054204	-4.293	-8.327	2.665	HFfalling
165	1575941054210	-4.264	-8.339	2.693	HFfalling
166	1575941054211	-4.252	-8.355	2.732	HFfalling
167	1575941054212	-4.261	-8.372	2.736	HFfalling
168	1575941054216	-4.261	-8.37	2.744	HFfalling
169	1575941054217	-4.264	-8.37	2.777	HFfalling
170	1575941054219	-4.276	-8.375	2.818	HFfalling
171	1575941054231	-4.285	-8.372	2.825	HFfalling
172	1575941054232	-4.295	-8.372	2.847	HFfalling
173	1575941054233	-4.302	-8.363	2.885	HFfalling
174	1575941054234	-4.305	-8.353	2.887	HFfalling
175	1575941054235	-4.321	-8.365	2.892	HFfalling
176	1575941054236	-4.321	-8.382	2.882	HFfalling
177	1575941054240	-4.297	-8.391	2.868	HFfalling
178	1575941054241	-4.285	-8.382	2.856	HFfalling
179	1575941054242	-4.278	-8.377	2.842	HFfalling
180	1575941054244	-4.269	-8.379	2.842	HFfalling
181	1575941054247	-4.254	-8.377	2.827	HFfalling
182	1575941054248	-4.252	-8.365	2.796	HFfalling
183	1575941054254	-4.273	-8.343	2.777	HFfalling
184	1575941054255	-4.297	-8.324	2.758	HFfalling
185	1575941054256	-4.309	-8.305	2.751	HFfalling
186	1575941054261	-4.309	-8.303	2.746	HFfalling
187	1575941054262	-4.321	-8.324	2.758	HFfalling
188	1575941054263	-4.329	-8.336	2.772	HFfalling
189	1575941054267	-4.333	-8.36	2.78	HFfalling
190	1575941054269	-4.341	-8.389	2.799	HFfalling
191	1575941054270	-4.348	-8.389	2.823	HFfalling
192	1575941054275	-4.352	-8.389	2.849	HFfalling
193	1575941054276	-4.369	-8.394	2.868	HFfalling
194	1575941054281	-4.4	-8.398	2.88	HFfalling
195	1575941054282	-4.434	-8.403	2.894	HFfalling
196	1575941054285	-4.463	-8.398	2.899	HFfalling
197	1575941054286	-4.484	-8.391	2.88	HFfalling
198	1575941054288	-4.503	-8.394	2.842	HFfalling
199	1575941054291	-4.513	-8.389	2.806	HFfalling
200	1575941054294	-4.506	-8.387	2.782	HFfalling
201	1575941054295	-4.499	-8.394	2.756	HFfalling
202	1575941054298	-4.494	-8.396	2.739	HFfalling
203	1575941054301	-4.484	-8.391	2.72	HFfalling
204	1575941054303	-4.47	-8.377	2.708	HFfalling
205	1575941054306	-4.463	-8.355	2.708	HFfalling
206	1575941054307	-4.453	-8.358	2.693	HFfalling
207	1575941054310	-4.439	-8.351	2.669	HFfalling
208	1575941054313	-4.427	-8.329	2.655	HFfalling
209	1575941054315	-4.412	-8.341	2.645	HFfalling
210	1575941054318	-4.391	-8.355	2.66	HFfalling
211	1575941054319	-4.372	-8.353	2.677	HFfalling
212	1575941054323	-4.369	-8.348	2.703	HFfalling
213	1575941054325	-4.355	-8.348	2.717	HFfalling
214	1575941054327	-4.343	-8.343	2.72	HFfalling
215	1575941054330	-4.336	-8.341	2.748	HFfalling
216	1575941054332	-4.331	-8.343	2.78	HFfalling
217	1575941054334	-4.324	-8.336	2.796	HFfalling
218	1575941054337	-4.305	-8.327	2.811	HFfalling
219	1575941054341	-4.3	-8.308	2.839	HFfalling
220	1575941054342	-4.312	-8.3	2.866	HFfalling
221	1575941054344	-4.312	-8.3	2.878	HFfalling
222	1575941054349	-4.312	-8.3	2.868	HFfalling
223	1575941054350	-4.309	-8.312	2.871	HFfalling
224	1575941054351	-4.307	-8.308	2.885	HFfalling
225	1575941054354	-4.295	-8.305	2.882	HFfalling
226	1575941054357	-4.283	-8.308	2.859	HFfalling
227	1575941054358	-4.288	-8.308	2.825	HFfalling
228	1575941054362	-4.29	-8.303	2.803	HFfalling
229	1575941054363	-4.302	-8.305	2.792	HFfalling
230	1575941054366	-4.314	-8.319	2.765	HFfalling
231	1575941054368	-4.309	-8.329	2.729	HFfalling
232	1575941054371	-4.3	-8.327	2.693	HFfalling
233	1575941054373	-4.312	-8.319	2.672	HFfalling
234	1575941054376	-4.324	-8.31	2.657	HFfalling
235	1575941054378	-4.333	-8.308	2.631	HFfalling
236	1575941054381	-4.336	-8.308	2.602	HFfalling
237	1575941054384	-4.338	-8.31	2.595	HFfalling
238	1575941054386	-4.35	-8.322	2.598	HFfalling
239	1575941054389	-4.348	-8.322	2.578	HFfalling
240	1575941054392	-4.348	-8.31	2.562	HFfalling
241	1575941054394	-4.357	-8.319	2.555	HFfalling
242	1575941054395	-4.352	-8.339	2.562	HFfalling
243	1575941054398	-4.331	-8.355	2.578	HFfalling
244	1575941054402	-4.309	-8.365	2.598	HFfalling
245	1575941054405	-4.297	-8.372	2.612	HFfalling
246	1575941054406	-4.295	-8.391	2.622	HFfalling
247	1575941054409	-4.305	-8.406	2.631	HFfalling
248	1575941054411	-4.295	-8.408	2.641	HFfalling
249	1575941054413	-4.3	-8.408	2.645	HFfalling
250	1575941054416	-4.297	-8.408	2.662	HFfalling
251	1575941054419	-4.285	-8.403	2.696	HFfalling
252	1575941054421	-4.295	-8.403	2.722	HFfalling
253	1575941054424	-4.285	-8.415	2.732	HFfalling
254	1575941054425	-4.261	-8.42	2.736	HFfalling
255	1575941054428	-4.257	-8.422	2.744	HFfalling
256	1575941054434	-4.259	-8.427	2.741	HFfalling
257	1575941054435	-4.252	-8.446	2.734	HFfalling
258	1575941054436	-4.25	-8.466	2.722	HFfalling
259	1575941054447	-4.233	-8.487	2.693	HFfalling
260	1575941054448	-4.216	-8.501	2.669	HFfalling
261	1575941054449	-4.199	-8.509	2.655	HFfalling
262	1575941054450	-4.187	-8.523	2.653	HFfalling
263	1575941054451	-4.168	-8.533	2.643	HFfalling
264	1575941054452	-4.151	-8.566	2.622	HFfalling
265	1575941054453	-4.127	-8.6	2.614	HFfalling
266	1575941054455	-4.103	-8.612	2.617	HFfalling
267	1575941054457	-4.103	-8.631	2.641	HFfalling
